Galaxy,ID
ESO508-G051,1
ESO576-G038,1
NGC5095,1
UGC08385,1
ESO508-G052,1
ESO508-G053,1
ESO444-G012,1
ESO508-G055,1
ESO508-G057,1
ESO576-G041,1
NGC5104,1
NGC5105,1
ESO508-G059,1
MCG-03-34-063,1
MCG-03-34-064,1
IC4229,1
ESO576-G043,1
IC4231,1
ESO576-G044,1
IC4232,1
NGC5118,1
ESO508-G062,1
ESO508-G063,1
ESO576-G045,1
ESO444-G022,1
ESO508-G065,1
ESO576-G046,1
NGC5125,1
UGCA352,1
ESO576-G047,1
ESO508-G067,1
ESO508-G068,1
IC4237,1
UGC08427,1
ESO576-G049,1
ESO508-G069,1
ESO508-G070,1
ESO508-G071,1
ESO576-G051,1
ESO508-G072,1
ESO508-G075,1
ESO508-G076,1
ESO508-G077,1
LCRSB132304.8-033321,1
ESO508-G078,1
ESO444-G031,1
LCRSB132309.8-033615,1
ESO576-G053,1
ESO576-G055,1
MCG-03-34-076,1
NGC5147,1
ESO576-G057,1
ESO576-G058,1
ESO509-G005,1
CGCG016-070,1
NGC5148,1
ESO509-G006,1
ESO509-G007,1
MCG-02-34-051,1
ESO576-G060,1
IC4248,1
ESO509-G010,1
ESO444-G036,1
IC4249,1
ESO444-G040,1
ESO576-G061,1
IC4253,1
NGC5150,1
IC4254,1
NGC5152,1
MCG-02-34-054,1
ESO509-G022,1
ESO509-G023,1
NGC5159,1
ESO509-G024,1
MCG-02-34-055,1
ESO509-G026,1
ESO444-G048,1
ESO444-G049,1
CGCG016-073,1
ESO444-G050,1
ESO576-G062,1
ESO576-G063,1
ESO509-G028,1
ESO576-G064,1
ESO509-G030,1
UGC08481,1
MCG-02-34-058,1
2MASXJ13295318-2929308,1
MCG-02-34-059,1
ESO576-G068,1
NGC5183,1
ESO509-G033,1
NGC5184,1
ESO576-G071,1
MCG-02-34-060,1
IC4264,1
IC4265,1
IC4262,1
IC4267,1
ESO576-G073,1
ESO576-G074,1
ESO576-G075,1
NGC5182,1
ESO509-G036,1
IC4270,1
NGC5192,1
ESO577-G001,1
MCG-02-34-061,1
ESO509-G038,1
ESO509-G040,1
IC4272,1
ESO509-G039,1
2MASXJ13311896-2920546,1
ESO577-G003,1
IC0893,1
IC4275,1
LCRSB132927.9-033422,1
IC4276,1
ESO577-G005,1
ESO577-G006,1
ESO509-G045,1
ESO509-G044,1
ESO577-G007,1
ESO509-G046,1
AM1329-223,1
UGC08521,1
ESO509-G048,1
IC4281,1
ESO509-G050,1
ESO509-G051,1
ESO509-G052,1
NGC5210,1
CGCG017-017,1
IC4280,1
UGC08527,1
UGC08526,1
ESO509-G055,1
NGC5211,1
ESO509-G056,1
UGC08532,1
2MASXJ13332121-0427315,1
UGC08533,1
ESO577-G010,1
UGC08534,1
IC4286,1
CGCG017-023,1
UGC08537,1
FGC1633,1
ESO509-G059,1
ESO509-G060,1
IC4288,1
ESO509-G062,1
ESO509-G063,1
ESO509-IG064,1
NGC5213NED02,1
UGCA364,1
IC0900,1
ESO509-G068,1
IC4290,1
ESO509-G069,1
NGC5227,1
6dFJ1335253-103821,1
ESO509-G071,1
ESO509-G072,1
ESO509-G073,1
UGC08572,1
ESO509-G075,1
IC4292,1
NGC5231,1
MCG-01-35-002,1
NGC5235,1
NGC5232,1
ESO509-G079,1
MCG-01-35-004,1
IC4294,1
IC4298,1
ESO577-G012,1
NGC5241,1
ESO509-G081,1
UGC08596,1
ESO577-G013,1
MCG-01-35-007,1
UGCA367,1
MCG-02-35-007,1
MCG-02-35-008,1
IC4303,1
UGC08610,1
UGC08613,1
CGCG073-053,1
NGC5246,1
ESO444-G085,1
UGC08617,1
ESO509-G084,1
ESO509-G085,1
ESO577-G015,1
UGC08623,1
UGC08626,1
IC0903,1
CGCG017-046,1
IC0904,1
ESO577-G016,1
ESO509-G087,1
ESO509-G086,1
UGC08631,1
ESO577-G017,1
IC4309,1
ESO509-G089,1
UGC08634,1
ESO577-G019,1
ESO577-G020,1
UGC08637,1
ESO577-G022,1
ESO577-G021,1
NGC5257,1
NGC5258,1
UGC08644,1
IC4315,1
UGC08650,1
NGC5260,1
ESO509-G093,1
ESO445-G008,1
FGC192A,1
MCG-01-35-008,1
ESO445-G010,1
ESO577-G025,1
ESO445-G013,1
ESO509-G094,1
ESO577-G026,1
ESO577-G029,1
ESO577-G028,1
ESO509-G096,1
ESO509-G097,1
ESO509-G098,1
IC4318,1
IC4319,1
ESO509-G099,1
UGC08686,1
ESO445-G020,1
ESO509-G100,1
CGCG045-084,1
ESO577-G031,1
ESO509-G102,1
UGC08690,1
ESO577-G033,1
ESO577-G034,1
IC4323,1
FGC1665,1
CGCG017-067,1
CGCG017-068NED02,1
ESO509-G107,1
IC4330,1
IC4325,1
ESO509-G109,1
ESO510-G001,1
KPG398,1
UGC08728,1
ESO577-G038,1
MCG-01-35-012,1
FGC1671,1
IC4328,1
ESO445-G051,1
UGC08740,1
ESO577-G039,1
ESO510-G002,1
ESO510-G004,1
ESO510-G005,1
NGC5327,1
ESO445-G064,1
UGC08783,1
UGC08787,1
NGC5335,1
ESO510-G006,1
UGC08796,1
ESO445-G070,1
ESO445-G071,1
ESO578-G003,1
UGC08801,1
ESO578-G004,1
IC0952,1
ESO445-G073,1
ESO510-G007,1
NGC5339,1
UGC08816,1
UGC08818,1
ESO578-G005,1
MCG-01-35-020,1
NGC5345,1
ESO510-G008,1
ESO510-G010,1
ESO510-G011,1
ESO578-G006,1
ESO578-G007,1
ESO445-G076,1
ESO510-G013,1
ESO510-G014,1
2MASXJ13551214-1035312,1
ESO510-G016,1
ESO510-G017,1
VV100,1
UGC08844,1
ESO510-G019,1
ESO445-G080,1
ESO510-G020,1
KPG403,1
UGC08857,1
ESO578-G009,1
ESO510-G021,1
ESO445-G083,1
ESO510-G024,1
NGC5374,1
ESO510-G026,1
ESO510-G027,1
UGC08878,1
ESO510-G028,1
ESO510-G029,1
ESO510-G030,1
ESO510-G031,1
NGC5386,1
NGC5387,1
IC4354,1
UGC08896,1
UGC08895,1
ESO578-G011,1
UGC08906,1
ESO510-G032,1
ESO578-G012,1
